# mean snow water equivalent computed from snow maps provided 
# by the WSL Institute for Snow and Avalanche Research (SLF)
# Magnusson, J., Gustafsson, D., Hüsler, F., & Jonas, T. (2014).
# Assimilation of point SWE data into a distributed snow cover 
# model comparing two contrasting methods. 
# Water resources research, 50(10), 7816-7835.

1999	274.9494926565728
2000	195.12952579847
2001	187.1723708379959
2002	97.69902666638515
2003	198.81436986677363
2004	182.10328737622194
2005	158.84977725228555
2006	137.14348753246205
2007	93.23989189873953
2008	122.91894516816924
2009	231.55978295293795
2010	144.07921795494374
2011	123.01494837742541
2012	204.86432447268965
2013	206.6309144268733
2014	197.2291451132741
2015	178.1776069928003
2016	130.9929903088909
2017	91.80144838798218
2018	235.19749593564597
