# mean snow water equivalent computed from snow maps provided 
# by the WSL Institute for Snow and Avalanche Research (SLF)
# Magnusson, J., Gustafsson, D., Hüsler, F., & Jonas, T. (2014).
# Assimilation of point SWE data into a distributed snow cover 
# model comparing two contrasting methods. 
# Water resources research, 50(10), 7816-7835.

1999	138.82491544276212
2000	83.80634690032461
2001	120.96336802989676
2002	85.39127589046302
2003	72.83269640858899
2004	114.02045900808648
2005	51.92122542913245
2006	71.65603952452337
2007	45.421362667060784
2008	80.70373498300361
2009	92.38069801321707
2010	91.45850136182251
2011	27.940079809133714
2012	93.60500812870806
2013	140.08263834638853
2014	101.6349682241412
2015	95.33838650423326
2016	106.12927812849692
2017	55.03973565863649
2018	90.03998902096573
